FY,econ.deflator.name,econ.deflator.value,Deflator.Base.Year,Deflator.Source,Deflator.Notes
1991,Gross.Domestic.Product,0.588,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1992,Gross.Domestic.Product,0.6024,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1993,Gross.Domestic.Product,0.6167,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1994,Gross.Domestic.Product,0.6302,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1995,Gross.Domestic.Product,0.6435,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1996,Gross.Domestic.Product,0.6555,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1997,Gross.Domestic.Product,0.6670999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1998,Gross.Domestic.Product,0.6753,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1999,Gross.Domestic.Product,0.6839,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2000,Gross.Domestic.Product,0.6981,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2001,Gross.Domestic.Product,0.7148,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2002,Gross.Domestic.Product,0.7264,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2003,Gross.Domestic.Product,0.7403,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2004,Gross.Domestic.Product,0.7585999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2005,Gross.Domestic.Product,0.7824,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2006,Gross.Domestic.Product,0.8079000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2007,Gross.Domestic.Product,0.8298000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2008,Gross.Domestic.Product,0.847,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2009,Gross.Domestic.Product,0.8569,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2010,Gross.Domestic.Product,0.8644,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2011,Gross.Domestic.Product,0.882,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2012,Gross.Domestic.Product,0.8981,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2013,Gross.Domestic.Product,0.9133,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2014,Gross.Domestic.Product,0.9299,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2015,Gross.Domestic.Product,0.9411,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2016,Gross.Domestic.Product,0.9520000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2017,Gross.Domestic.Product,0.9684,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2018,Gross.Domestic.Product,0.9834999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2019,Gross.Domestic.Product,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2020,Gross.Domestic.Product,1.0185,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2021,Gross.Domestic.Product,1.0386,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2022,Gross.Domestic.Product,1.0595,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2023,Gross.Domestic.Product,1.0808,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1970,Consumer.Price.Index.CPI.W,0.1553,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1971,Consumer.Price.Index.CPI.W,0.1632,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1972,Consumer.Price.Index.CPI.W,0.16920000000000002,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1973,Consumer.Price.Index.CPI.W,0.1759,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1974,Consumer.Price.Index.CPI.W,0.1917,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1975,Consumer.Price.Index.CPI.W,0.21289999999999998,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1976,Consumer.Price.Index.CPI.W,0.2279,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1977,Consumer.Price.Index.CPI.W,0.24539999999999998,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1978,Consumer.Price.Index.CPI.W,0.2626,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1979,Consumer.Price.Index.CPI.W,0.2899,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1980,Consumer.Price.Index.CPI.W,0.3289,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1981,Consumer.Price.Index.CPI.W,0.3654,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1982,Consumer.Price.Index.CPI.W,0.3917,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1983,Consumer.Price.Index.CPI.W,0.40490000000000004,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1984,Consumer.Price.Index.CPI.W,0.4183,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1985,Consumer.Price.Index.CPI.W,0.4334,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1986,Consumer.Price.Index.CPI.W,0.44310000000000005,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1987,Consumer.Price.Index.CPI.W,0.4549,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1988,Consumer.Price.Index.CPI.W,0.47369999999999995,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1989,Consumer.Price.Index.CPI.W,0.4963,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1990,Consumer.Price.Index.CPI.W,0.5201,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1991,Consumer.Price.Index.CPI.W,0.5457,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1992,Consumer.Price.Index.CPI.W,0.5609000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1993,Consumer.Price.Index.CPI.W,0.5771999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1994,Consumer.Price.Index.CPI.W,0.5918,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1995,Consumer.Price.Index.CPI.W,0.6089,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1996,Consumer.Price.Index.CPI.W,0.6258,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1997,Consumer.Price.Index.CPI.W,0.6422,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1998,Consumer.Price.Index.CPI.W,0.6512,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1999,Consumer.Price.Index.CPI.W,0.6635,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2000,Consumer.Price.Index.CPI.W,0.6812999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2001,Consumer.Price.Index.CPI.W,0.6977,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2002,Consumer.Price.Index.CPI.W,0.7062999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2003,Consumer.Price.Index.CPI.W,0.7225,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2004,Consumer.Price.Index.CPI.W,0.7384000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2005,Consumer.Price.Index.CPI.W,0.7634000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2006,Consumer.Price.Index.CPI.W,0.7924,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2007,Consumer.Price.Index.CPI.W,0.8098000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2008,Consumer.Price.Index.CPI.W,0.8486,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2009,Consumer.Price.Index.CPI.W,0.8420000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2010,Consumer.Price.Index.CPI.W,0.8603000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2011,Consumer.Price.Index.CPI.W,0.8862000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2012,Consumer.Price.Index.CPI.W,0.9093000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2013,Consumer.Price.Index.CPI.W,0.9237000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2014,Consumer.Price.Index.CPI.W,0.9378,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2015,Consumer.Price.Index.CPI.W,0.9358,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2016,Consumer.Price.Index.CPI.W,0.9414,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2017,Consumer.Price.Index.CPI.W,0.9601999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2018,Consumer.Price.Index.CPI.W,0.9814,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2019,Consumer.Price.Index.CPI.W,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2020,Consumer.Price.Index.CPI.W,1.021,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2021,Consumer.Price.Index.CPI.W,1.0445,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2022,Consumer.Price.Index.CPI.W,1.0685,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2023,Consumer.Price.Index.CPI.W,1.0931,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1970,Dept.of.Defense.Non.Pay,0.1705,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1971,Dept.of.Defense.Non.Pay,0.1801,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1972,Dept.of.Defense.Non.Pay,0.1898,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1973,Dept.of.Defense.Non.Pay,0.20550000000000002,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1974,Dept.of.Defense.Non.Pay,0.2274,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1975,Dept.of.Defense.Non.Pay,0.2507,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1976,Dept.of.Defense.Non.Pay,0.2786,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1977,Dept.of.Defense.Non.Pay,0.2913,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1978,Dept.of.Defense.Non.Pay,0.3173,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1979,Dept.of.Defense.Non.Pay,0.348,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1980,Dept.of.Defense.Non.Pay,0.39799999999999996,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1981,Dept.of.Defense.Non.Pay,0.4328,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1982,Dept.of.Defense.Non.Pay,0.4598,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1983,Dept.of.Defense.Non.Pay,0.4746,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1984,Dept.of.Defense.Non.Pay,0.4863,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1985,Dept.of.Defense.Non.Pay,0.4996,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1986,Dept.of.Defense.Non.Pay,0.5111,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1987,Dept.of.Defense.Non.Pay,0.5242,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1988,Dept.of.Defense.Non.Pay,0.5406,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1989,Dept.of.Defense.Non.Pay,0.5597,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1990,Dept.of.Defense.Non.Pay,0.5776,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1991,Dept.of.Defense.Non.Pay,0.6059,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1992,Dept.of.Defense.Non.Pay,0.6152000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1993,Dept.of.Defense.Non.Pay,0.599,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1994,Dept.of.Defense.Non.Pay,0.6098,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1995,Dept.of.Defense.Non.Pay,0.6204999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1996,Dept.of.Defense.Non.Pay,0.6327,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1997,Dept.of.Defense.Non.Pay,0.6437999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1998,Dept.of.Defense.Non.Pay,0.6562,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1999,Dept.of.Defense.Non.Pay,0.6670999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2000,Dept.of.Defense.Non.Pay,0.6731,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2001,Dept.of.Defense.Non.Pay,0.6927,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2002,Dept.of.Defense.Non.Pay,0.6984,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2003,Dept.of.Defense.Non.Pay,0.7172,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2004,Dept.of.Defense.Non.Pay,0.738,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2005,Dept.of.Defense.Non.Pay,0.7687,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2006,Dept.of.Defense.Non.Pay,0.7942,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2007,Dept.of.Defense.Non.Pay,0.8147,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2008,Dept.of.Defense.Non.Pay,0.8361,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2009,Dept.of.Defense.Non.Pay,0.8434,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2010,Dept.of.Defense.Non.Pay,0.8615,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2011,Dept.of.Defense.Non.Pay,0.8802,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2012,Dept.of.Defense.Non.Pay,0.8965000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2013,Dept.of.Defense.Non.Pay,0.9131999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2014,Dept.of.Defense.Non.Pay,0.9248000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2015,Dept.of.Defense.Non.Pay,0.9355,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2016,Dept.of.Defense.Non.Pay,0.9433,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2017,Dept.of.Defense.Non.Pay,0.9612,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2018,Dept.of.Defense.Non.Pay,0.9806999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2019,Dept.of.Defense.Non.Pay,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2020,Dept.of.Defense.Non.Pay,1.0207,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2021,Dept.of.Defense.Non.Pay,1.0426,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2022,Dept.of.Defense.Non.Pay,1.0651000000000002,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2023,Dept.of.Defense.Non.Pay,1.0883,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1970,Dept.of.Defense.Purchases,0.1759,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1971,Dept.of.Defense.Purchases,0.18539999999999998,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1972,Dept.of.Defense.Purchases,0.19699999999999998,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1973,Dept.of.Defense.Purchases,0.2134,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1974,Dept.of.Defense.Purchases,0.2369,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1975,Dept.of.Defense.Purchases,0.26539999999999997,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1976,Dept.of.Defense.Purchases,0.2923,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1977,Dept.of.Defense.Purchases,0.3034,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1978,Dept.of.Defense.Purchases,0.3301,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1979,Dept.of.Defense.Purchases,0.3632,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1980,Dept.of.Defense.Purchases,0.3985,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1981,Dept.of.Defense.Purchases,0.431,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1982,Dept.of.Defense.Purchases,0.45649999999999996,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1983,Dept.of.Defense.Purchases,0.47609999999999997,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1984,Dept.of.Defense.Purchases,0.49219999999999997,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1985,Dept.of.Defense.Purchases,0.5073,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1986,Dept.of.Defense.Purchases,0.5227,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1987,Dept.of.Defense.Purchases,0.539,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1988,Dept.of.Defense.Purchases,0.5590999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1989,Dept.of.Defense.Purchases,0.5806,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1990,Dept.of.Defense.Purchases,0.6015999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1991,Dept.of.Defense.Purchases,0.6211,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1992,Dept.of.Defense.Purchases,0.6351,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1993,Dept.of.Defense.Purchases,0.6483,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1994,Dept.of.Defense.Purchases,0.6604000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1995,Dept.of.Defense.Purchases,0.6723,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1996,Dept.of.Defense.Purchases,0.6829999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1997,Dept.of.Defense.Purchases,0.6916,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1998,Dept.of.Defense.Purchases,0.6981,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1999,Dept.of.Defense.Purchases,0.7069,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2000,Dept.of.Defense.Purchases,0.7176,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2001,Dept.of.Defense.Purchases,0.7284,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2002,Dept.of.Defense.Purchases,0.7375,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2003,Dept.of.Defense.Purchases,0.7506,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2004,Dept.of.Defense.Purchases,0.7693000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2005,Dept.of.Defense.Purchases,0.7909,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2006,Dept.of.Defense.Purchases,0.8118000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2007,Dept.of.Defense.Purchases,0.83,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2008,Dept.of.Defense.Purchases,0.8442000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2009,Dept.of.Defense.Purchases,0.8558,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2010,Dept.of.Defense.Purchases,0.8684000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2011,Dept.of.Defense.Purchases,0.8837999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2012,Dept.of.Defense.Purchases,0.8979,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2013,Dept.of.Defense.Purchases,0.9109,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2014,Dept.of.Defense.Purchases,0.9231999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2015,Dept.of.Defense.Purchases,0.9351,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2016,Dept.of.Defense.Purchases,0.9490999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2017,Dept.of.Defense.Purchases,0.9652,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2018,Dept.of.Defense.Purchases,0.9818000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2019,Dept.of.Defense.Purchases,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2020,Dept.of.Defense.Purchases,1.0195999999999998,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2021,Dept.of.Defense.Purchases,1.04,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2022,Dept.of.Defense.Purchases,1.0608,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2023,Dept.of.Defense.Purchases,1.082,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1970,Total.Department.of.Defense,0.1405,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1971,Total.Department.of.Defense,0.1492,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1972,Total.Department.of.Defense,0.1634,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1973,Total.Department.of.Defense,0.17809999999999998,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1974,Total.Department.of.Defense,0.1942,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1975,Total.Department.of.Defense,0.21170000000000003,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1976,Total.Department.of.Defense,0.2328,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1977,Total.Department.of.Defense,0.2491,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1978,Total.Department.of.Defense,0.26940000000000003,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1979,Total.Department.of.Defense,0.2913,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1980,Total.Department.of.Defense,0.3257,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1981,Total.Department.of.Defense,0.3653,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1982,Total.Department.of.Defense,0.3969,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1983,Total.Department.of.Defense,0.4157,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1984,Total.Department.of.Defense,0.4302,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1985,Total.Department.of.Defense,0.4471,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1986,Total.Department.of.Defense,0.4561,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1987,Total.Department.of.Defense,0.46759999999999996,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1988,Total.Department.of.Defense,0.48460000000000003,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1989,Total.Department.of.Defense,0.5028,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1990,Total.Department.of.Defense,0.5168,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1991,Total.Department.of.Defense,0.5357,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1992,Total.Department.of.Defense,0.5501,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1993,Total.Department.of.Defense,0.5522,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1994,Total.Department.of.Defense,0.5635,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1995,Total.Department.of.Defense,0.5760000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1996,Total.Department.of.Defense,0.589,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1997,Total.Department.of.Defense,0.6032,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
