source.table,budget.type,deflator.type,pay.category,pay.type,FY,amount
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1954,386000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1954,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1954,1729000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1954,4289000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1954,9292000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1954,94171000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1954,201681000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1954,4951000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1954,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1954,14885000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1954,43641000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1954,84343000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1955,5255000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1955,9244000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1955,422000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1955,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1955,1796000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1955,3943000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1955,13130000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1955,88574000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1955,192754000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1955,5099000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1955,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1955,14579000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1955,39013000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1955,113796000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1956,5502000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1956,9136000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1956,479000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1956,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1956,1752000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1956,4485000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1956,16711000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1956,87051000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1956,181951000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1956,5414000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1956,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1956,13568000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1956,43041000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1956,142913000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1957,5701000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1957,9117000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1957,511000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1957,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1957,1828000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1957,4695000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1957,17872000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1957,86691000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1957,184719000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1957,5558000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1957,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1957,13321000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1957,43470000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1957,147536000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1958,6003000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1958,8993000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1958,561000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1958,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1958,1994000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1958,5032000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1958,18541000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1958,85610000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1958,174145000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1958,6050000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1958,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1958,14331000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1958,45565000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1958,155049000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1959,6327000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1959,9269000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1959,635000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1959,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1959,2025000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1959,4946000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1959,18992000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1959,84919000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1959,167769000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1959,6397000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1959,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1959,14307000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1959,44507000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1959,156614000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1960,6240000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1960,9168000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1960,693000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1960,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1960,2072000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1960,5149000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1960,16934000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1960,81447000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1960,164259000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1960,7043000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1960,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1960,14679000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1960,45408000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1960,137008000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1961,6616000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1961,9181000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1961,788000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1961,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1961,2176000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1961,5428000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1961,20454000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1961,80212000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1961,163143000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1961,8032000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1961,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1961,15202000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1961,47272000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1961,166705000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1962,7034000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1962,9917000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1962,896000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1962,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1962,2240000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1962,6271000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1962,22075000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1962,83308000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1962,177188000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1962,9124000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1962,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1962,15795000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1962,53934000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1962,177388000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1963,7295000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1963,9762000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1963,1015000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1963,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1963,2279000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1963,6132000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1963,22936000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1963,83295000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1963,172899000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1963,10421000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1963,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1963,16019000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1963,52375000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1963,181236000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1964,7502000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1964,10615000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1964,1211000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1964,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1964,2368000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1964,6156000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1964,21694000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1964,82177000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1964,173027000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1964,11954000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1964,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1964,16554000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1964,52070000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1964,166702000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1965,7833000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1965,11019000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1965,1386000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1965,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1965,2411000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1965,6728000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1965,20184000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1965,80978000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1965,172930000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1965,13446000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1965,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1965,16590000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1965,55257000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1965,150872000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1966,8500000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1966,12178000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1966,1592000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1966,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1966,3277000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1966,9015000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1966,29968000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1966,84849000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1966,176598000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1966,14784000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1966,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1966,21817000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1966,69939000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1966,210877000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1967,9654000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1967,14111000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1967,1831000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1967,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1967,4125000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1967,11923000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1967,29946000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1967,92765000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1967,195107000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1967,16399000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1967,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1967,26525000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1967,88006000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1967,204060000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1968,10578000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1968,15264000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1968,2093000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1968,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1968,4697000000
